collection_date,isolation_type,min_same,min_diff,country,isolation_source_new,num_close,suscept_sim,resist_sim,bla_ec_complete,acr_f_complete,mdt_m_complete,sul2_complete,bla_oxa_complete,tet_a_complete,aph_3_ib_complete,aph_6_id_complete,tetracycline
2015,clinical,45,60,USA,urine,0,0.736894771074883,0.2790697674418605,1,1,1,0,0,0,0,0,1
2014,clinical,18,60,USA,urine,0,0.803030303030303,0.5531914893617021,1,1,1,0,0,0,0,0,1
2014,clinical,24,45,USA,urine,0,0.8464579082785605,1,1,1,1,0,0,0,0,0,1
2014,clinical,25,41,USA,urine,0,0.736894771074883,0.5911798706506004,1,1,1,0,0,1,0,0,0
2014,clinical,18,42,USA,urine,0,0.28962781031551105,0.1647342995169082,1,1,1,0,0,1,0,0,0
2014,clinical,26,61,USA,urine,2,0.6741573033707865,0.33333333333333337,1,1,1,1,0,1,1,1,0
2014,clinical,1,30,USA,stool,2,0.8177721002536554,0.927906976744186,1,1,1,1,0,1,1,1,0
2014,clinical,11,40,USA,urine,0,0.9319177895739758,0.79375,1,0,1,0,0,0,0,0,1
2014,clinical,45,22,USA,urine,0,0.6238532110091743,0.5596698069023485,1,1,1,0,0,0,0,0,1
2014,clinical,1,9,USA,urine,2,0.75,0.726820164273835,1,1,1,1,0,1,1,1,0
2014,clinical,2,16,USA,urine,2,0.8636363636363636,1,1,1,1,0,0,1,0,0,0
2014,clinical,30,53,USA,urine,2,0.7755102040816326,0.7181818181818183,1,1,1,1,0,0,1,1,0
2014,clinical,34,22,USA,stool,0,0.28962781031551105,1,1,1,1,1,0,0,1,1,0
2014,clinical,33,39,USA,urine,0,0.803030303030303,0.2727272727272727,1,1,1,0,0,0,0,0,1
2016,clinical,11,16,USA,urine,2,0.4111111111111111,0.5938560964096766,1,1,1,0,0,1,0,0,0
2016,clinical,12,40,USA,urine,1,0.7795698924731184,0.825,1,1,1,1,0,0,1,1,0
2016,clinical,22,49,USA,stool,2,0.35185185185185186,1,1,1,0,1,0,0,1,1,0
2016,clinical,0,12,USA,urine,2,0.6348343233170277,0.6395348837209303,1,1,1,1,0,1,1,1,1
2016,clinical,16,43,USA,other/unspecified,2,0.31034482758620685,1,1,1,1,1,0,1,1,1,0
2016,clinical,30,41,USA,other/unspecified,0,0.5883706205204818,0.4242424242424242,1,1,1,0,0,1,0,0,0
2016,clinical,31,42,USA,urine,0,0.7651515151515152,0.07630060146932541,1,1,1,0,0,0,0,0,1
2016,clinical,6,20,USA,urine,2,0.7567252118571178,0.8817204301075269,1,1,0,1,0,1,1,1,0
