collection_date,isolation_type,min_same,min_diff,country,isolation_source_new,num_close,suscept_sim,resist_sim,bla_oxa_193_complete,x50s_l22_a103v_point,gyr_a_t86i_point,bla_oxa_complete,tet_o_complete,aph_3_ii_ia_complete,gentamicin
2018,environmental/other,3,6,USA,chicken,2,0.8266129032258065,0.8536585365853658,0,1,0,0,0,1,1
2019,environmental/other,4,31,USA,chicken,1,0.875366568914956,1,0,1,0,0,1,0,1
2019,environmental/other,4,31,USA,chicken,1,0.8148826979472141,0.8389562701680204,0,1,0,0,1,0,1
2018,environmental/other,3,20,USA,chicken,1,1,1,1,0,0,0,0,0,1
2019,environmental/other,0,1,USA,chicken,2,0.7295454545454545,0.6125,0,1,0,0,1,0,1
2019,environmental/other,0,1,USA,chicken,2,0.797488038277512,0.9033183196985016,0,1,0,0,1,0,1
2019,environmental/other,5,6,USA,chicken,2,0.797488038277512,1,0,1,0,0,1,0,1
2018,clinical,20,28,Australia,stool,0,0.326555023923445,0.39401347978581874,0,1,0,0,0,0,1
2018,environmental/other,5,7,USA,chicken,2,0.8924731182795699,1,0,1,1,0,0,0,1
2018,environmental/other,3,5,USA,chicken,2,0.8924731182795699,1,0,1,1,0,0,0,1
2019,environmental/other,2,7,USA,chicken,2,0.8924731182795699,1,0,1,1,0,0,0,1
2016,environmental/other,1,3,USA,chicken,2,0.8924731182795699,1,0,1,1,0,0,0,1
2016,environmental/other,13,10,USA,chicken,0,0.9376656891495602,0.93446088794926,0,0,0,0,1,0,1
2016,environmental/other,1,2,USA,chicken,2,0.9376656891495602,1,0,0,0,0,1,0,1
2016,environmental/other,13,11,USA,chicken,0,0.9376656891495602,0.9319004723160088,0,0,0,0,1,0,1
2016,environmental/other,11,12,USA,chicken,0,0.9376656891495602,0.9319004723160088,0,0,0,0,1,0,1
2016,environmental/other,1,5,USA,chicken,2,0.9376656891495602,1,0,0,0,0,1,0,1
2017,environmental/other,0,1,USA,chicken,2,0.9376656891495602,0.9593023255813954,0,0,0,0,1,0,1
2017,environmental/other,6,10,USA,chicken,1,0.9376656891495602,1,0,0,0,0,1,0,1
2017,environmental/other,1,6,USA,chicken,2,0.9376656891495602,1,0,0,0,0,1,0,1
2017,environmental/other,0,1,USA,chicken,2,0.9376656891495602,1,0,0,0,0,1,0,1
2018,environmental/other,4,6,USA,chicken,2,0.9376656891495602,1,0,0,0,0,1,0,1
2018,environmental/other,4,6,USA,chicken,2,0.9376656891495602,1,0,0,0,0,1,0,1
2019,environmental/other,2,4,USA,chicken,2,0.7291183031700158,0.6395348837209303,0,0,1,0,1,0,1
2018,environmental/other,2,2,USA,chicken,2,0.7291183031700158,0.5880398671096346,0,0,1,0,1,0,1
2019,environmental/other,0,21,USA,chicken,1,0.9376656891495602,0.9447933970099668,0,0,0,0,1,0,1
2019,environmental/other,0,21,USA,chicken,1,0.8771821877597489,1,0,0,0,0,1,0,1
2019,environmental/other,1,5,USA,chicken,2,0.897920256127418,1,0,0,0,0,0,0,1
2019,environmental/other,0,7,USA,chicken,2,0.9376656891495602,1,0,0,0,0,1,0,1
2019,environmental/other,5,9,USA,chicken,1,0.8771821877597489,0.7926356589147286,0,0,0,0,1,0,1
2019,environmental/other,4,6,USA,chicken,2,0.8771821877597489,1,0,0,0,0,1,0,1
2019,environmental/other,3,10,USA,chicken,1,0.8771821877597489,1,0,0,0,0,1,0,1
2019,environmental/other,8,13,USA,chicken,0,0.8771821877597489,1,0,0,0,0,1,0,1
2019,environmental/other,2,3,USA,chicken,2,0.8771821877597489,1,0,0,0,0,1,0,1
2016,environmental/other,2,4,USA,beef,2,0.9369768061850172,0.76,1,0,0,0,1,1,1
2016,environmental/other,6,7,USA,beef,2,0.9369768061850172,0.8389562701680204,1,0,0,0,1,1,1
2016,environmental/other,8,3,USA,beef,1,0.9369768061850172,0.8333333333333334,1,0,0,0,1,0,1
2016,environmental/other,15,14,USA,beef,0,0.7258435059519297,0.7476916900843035,1,0,1,0,0,0,1
2016,environmental/other,12,11,USA,beef,0,0.8944281524926686,0.6125,1,0,0,0,0,0,1
2017,environmental/other,0,3,USA,chicken,2,0.9369768061850172,0.8828250401284109,1,0,0,0,1,0,1
2017,environmental/other,0,12,USA,turkey,1,0.8944281524926686,0.6923076923076923,1,0,0,0,0,0,1
2016,environmental/other,4,14,USA,chicken,1,0.7954918269064466,0.780952380952381,0,0,1,0,0,0,1
2017,environmental/other,2,5,USA,chicken,2,0.8421658986175116,0.8389562701680204,0,0,0,0,0,0,1
2017,environmental/other,2,3,USA,chicken,2,0.8421658986175116,1,0,0,0,0,0,0,1
2017,environmental/other,3,14,USA,chicken,1,0.81005446166736494,0.8389562701680204,0,0,0,0,1,1,1
2018,environmental/other,3,21,USA,chicken,1,0.8421658986175116,1,0,0,0,0,0,0,1
2019,environmental/other,2,3,USA,chicken,2,0.7954918269064466,0.83206106870229,0,0,1,0,0,0,1
2019,environmental/other,3,4,USA,chicken,2,0.7049511305504202,0.7553911995013473,0,0,1,0,0,0,1
2016,environmental/other,2,2,USA,beef,2,0.8790322580645161,1,0,0,1,0,1,0,1
2016,environmental/other,2,5,USA,beef,2,0.6370967741935484,0.502923076923077,0,0,0,0,1,0,1
2016,environmental/other,4,3,USA,beef,2,0.8790322580645161,0.7829457364341085,0,0,1,0,1,0,1
2017,environmental/other,2,1,USA,other/unspecified,2,0.8790322580645161,1,0,0,1,0,1,0,1
2016,environmental/other,0,0,USA,beef,2,0.9772727272727272,1,1,0,0,0,1,0,1
2016,environmental/other,2,3,USA,beef,2,0.9772727272727272,1,1,0,0,0,1,0,1
2016,environmental/other,0,0,USA,beef,2,0.9772727272727272,1,1,0,0,0,1,0,1
2016,environmental/other,6,6,USA,beef,2,0.9772727272727272,1,1,0,0,0,1,0,1
2016,environmental/other,3,4,USA,beef,2,0.9772727272727272,1,1,0,0,0,1,0,1
2019,environmental/other,6,7,USA,chicken,2,0.8636363636363636,1,1,0,0,0,1,0,1
2019,environmental/other,0,0,USA,chicken,2,1,1,0,0,0,0,0,0,1
2019,environmental/other,2,2,USA,chicken,2,1,1,0,0,0,0,0,0,1
2019,environmental/other,2,4,USA,chicken,2,1,1,0,0,0,0,0,0,1
2016,environmental/other,4,5,USA,chicken,2,0.9481566820276498,1,0,0,0,1,0,0,1
2016,environmental/other,4,5,USA,chicken,2,0.9481566820276498,1,0,0,0,1,0,0,1
2016,environmental/other,3,4,USA,chicken,2,0.9481566820276498,0.9070810142238712,0,0,0,1,0,0,1
2017,environmental/other,2,3,USA,chicken,2,0.9481566820276498,1,0,0,0,1,0,0,1
2018,environmental/other,8,6,USA,chicken,1,0.9481566820276498,0.8697674418604651,0,0,0,1,0,0,1
2019,environmental/other,1,2,USA,chicken,2,0.913594470046083,1,0,0,0,1,0,0,1
2019,environmental/other,2,3,USA,chicken,2,0.913594470046083,1,0,0,0,1,0,0,1
2019,environmental/other,4,6,USA,chicken,2,0.9472727272727272,1,0,0,0,0,1,1,1
2019,environmental/other,3,3,USA,chicken,2,0.9472727272727272,1,0,0,0,0,1,1,1
2019,environmental/other,0,5,USA,chicken,2,0.9472727272727272,1,0,0,0,0,1,1,1
2019,environmental/other,3,5,USA,chicken,2,0.8668056713928274,0.9481327800829876,0,0,0,0,1,1,1
2019,environmental/other,5,6,USA,chicken,2,0.9361301084236864,1,0,0,0,0,0,0,1
2019,environmental/other,10,11,USA,chicken,0,0.9361301084236864,1,0,0,0,0,0,0,1
2016,environmental/other,8,30,USA,beef,0,0.6596570544151189,0.361203396087117,1,0,1,0,0,0,1
2016,environmental/other,8,29,USA,beef,0,0.7893939393939394,0.48286999910897266,1,0,0,0,1,1,1
2016,environmental/other,7,31,USA,beef,1,0.7777513033561421,0.5,1,0,1,0,1,0,1
2016,environmental/other,3,23,USA,beef,1,0.781068752036494,0.4260924631814768,1,0,1,0,0,0,1
2016,environmental/other,6,34,USA,beef,1,0.7777513033561421,0.5,1,0,1,0,1,0,1
2016,environmental/other,7,20,USA,chicken,1,1,1,1,0,0,0,0,0,1
2017,environmental/other,5,3,USA,chicken,2,1,1,1,0,0,0,0,0,1
2017,environmental/other,7,21,USA,other/unspecified,1,1,0.8633540372670807,1,0,0,0,0,0,1
2018,environmental/other,2,11,USA,chicken,1,1,1,1,0,0,0,0,0,1
2019,environmental/other,9,19,USA,chicken,0,1,1,0,0,0,0,1,1,1
2016,environmental/other,4,9,USA,chicken,1,1,0.9317073170731708,0,0,0,1,0,0,1
2016,environmental/other,21,27,USA,chicken,0,0.961021505376344,0.9593023255813954,0,1,1,0,0,0,1
2016,environmental/other,4,6,USA,chicken,2,0.961021505376344,0.9593023255813954,0,1,1,1,0,0,1
2016,environmental/other,0,2,USA,chicken,2,0.961021505376344,0.9593023255813954,0,1,1,1,0,0,1
2016,environmental/other,8,12,USA,chicken,0,0.961021505376344,0.9593023255813954,0,1,1,1,0,0,1
2016,environmental/other,7,8,USA,chicken,1,0.961021505376344,0.9593023255813954,0,1,1,1,0,0,1
2017,environmental/other,4,6,USA,chicken,2,0.961021505376344,0.9593023255813954,0,1,1,0,0,0,1
2017,environmental/other,4,4,USA,other/unspecified,2,0.961021505376344,0.9593023255813954,0,1,1,0,0,0,1
2019,environmental/other,3,2,USA,chicken,2,0.8572036205253846,0.6744186046511628,0,1,1,1,1,0,1
2019,environmental/other,9,5,USA,chicken,1,0.8477950183748469,0.9593023255813954,0,1,1,0,0,0,1
2018,environmental/other,1,9,USA,chicken,1,1,1,0,1,1,0,0,0,1
2018,environmental/other,10,20,USA,chicken,0,1,1,0,1,1,0,0,0,1
2016,environmental/other,5,6,USA,beef,2,0.7181818181818183,0.2790697674418605,1,0,1,0,1,0,1
2016,environmental/other,7,15,USA,beef,1,0.7181818181818183,0.2790697674418605,0,0,0,1,1,1,1
2016,environmental/other,9,10,USA,chicken,0,1,1,0,0,0,0,0,0,1
2016,environmental/other,4,9,USA,chicken,1,1,1,0,0,0,0,0,0,1
2016,environmental/other,4,8,USA,chicken,1,1,1,0,0,0,0,0,0,1
2016,environmental/other,4,6,USA,chicken,2,1,1,0,0,0,0,0,0,1
2016,environmental/other,1,4,USA,chicken,2,1,1,0,0,0,0,0,0,1
2017,environmental/other,22,14,USA,chicken,0,1,1,0,0,0,0,0,0,1
2017,environmental/other,3,6,USA,chicken,2,1,1,0,0,0,0,0,0,1
2017,environmental/other,3,18,USA,chicken,1,1,1,0,0,0,0,0,0,1
2017,environmental/other,3,5,USA,chicken,2,1,1,0,0,0,0,0,0,1
2017,environmental/other,12,17,USA,chicken,0,1,0.9319004723160088,0,0,0,0,0,0,1
2017,environmental/other,3,15,USA,chicken,1,1,1,0,0,0,0,0,0,1
2018,environmental/other,12,17,USA,other/unspecified,0,1,1,0,0,0,0,0,0,1
2018,environmental/other,3,13,USA,chicken,1,1,1,0,0,0,0,0,0,1
2016,environmental/other,15,24,USA,chicken,0,0.8870967741935484,1,0,1,0,0,1,1,1
2016,environmental/other,1,3,USA,chicken,2,0.9623655913978496,1,0,1,0,0,0,0,1
2018,environmental/other,5,10,USA,chicken,1,0.9623655913978496,1,0,1,0,0,0,0,1
2019,environmental/other,2,2,USA,other/unspecified,2,0.9787234042553192,0.9885714285714284,1,0,0,0,0,0,1
2016,environmental/other,12,31,USA,beef,0,0.9153225806451613,1,0,0,0,0,0,0,1
2016,environmental/other,12,27,USA,beef,0,0.9435483870967742,1,0,0,0,0,1,1,1
2016,environmental/other,10,32,USA,beef,0,0.9435483870967742,0.908331049347626,0,0,0,0,1,1,1
2016,environmental/other,12,33,USA,beef,0,0.9435483870967742,0.9033183196985016,0,0,0,0,1,1,1
2016,environmental/other,17,32,USA,beef,0,0.9153225806451613,0.8723404255319149,0,0,0,0,0,0,1
2019,environmental/other,2,45,USA,chicken,1,0.7661290322580645,0.5880398671096346,1,1,0,0,1,0,1
2016,environmental/other,7,7,USA,beef,2,1,1,1,0,0,0,0,0,1
2016,environmental/other,13,13,USA,chicken,0,0.9435483870967742,1,0,0,0,0,0,0,1
2017,environmental/other,8,14,USA,chicken,0,0.9435483870967742,0.9285714285714286,0,0,0,0,0,0,1
2019,environmental/other,2,6,USA,other/unspecified,2,0.939516129032258,1,0,0,0,0,0,0,1
2019,environmental/other,2,1,USA,chicken,1,0.8790322580645161,1,0,0,0,0,0,0,1
2018,environmental/other,0,2,USA,chicken,2,1,1,1,0,0,0,0,0,1
2018,environmental/other,9,40,USA,chicken,0,1,1,1,0,0,0,0,0,1
2019,environmental/other,8,9,USA,chicken,0,1,1,1,0,0,0,0,0,1
2018,environmental/other,25,25,USA,chicken,0,1,1,1,0,0,0,0,0,1
2016,environmental/other,11,8,USA,chicken,1,1,1,0,1,0,0,0,0,1
2016,environmental/other,3,6,USA,beef,2,0.8421658986175116,0.6698025551684088,0,0,0,0,1,0,1
2016,environmental/other,10,12,USA,chicken,0,1,1,0,0,0,0,1,0,1
2016,environmental/other,2,27,USA,chicken,1,1,1,0,0,0,0,1,0,1
2017,environmental/other,17,23,USA,chicken,0,1,1,0,0,0,0,1,0,1
2016,environmental/other,2,3,USA,beef,2,0.8870967741935484,0.6505402909258832,1,0,0,0,1,1,1
2016,environmental/other,5,8,USA,beef,1,0.8870967741935484,0.4380195276421691,1,0,0,0,0,0,1
2016,environmental/other,2,5,USA,chicken,2,1,0.9593023255813954,1,0,0,0,0,0,1
2018,environmental/other,8,11,USA,chicken,0,1,1,1,0,0,0,0,0,1
2017,environmental/other,14,17,USA,chicken,0,0.9832846478416098,1,0,0,0,0,1,1,1
2018,environmental/other,1,5,USA,chicken,2,0.9525691699604744,1,0,0,0,0,0,0,1
2019,environmental/other,16,3,USA,chicken,1,0.9620253164556962,0.9319004723160088,1,0,0,0,0,0,1
2016,environmental/other,12,11,USA,chicken,0,0.5514369501466275,0.3116883116883117,0,0,0,0,0,0,1
2017,environmental/other,3,9,USA,chicken,1,0.8224046920821114,1,0,0,0,0,1,0,1
2018,environmental/other,6,6,USA,chicken,1,0.8870967741935484,1,0,0,0,0,0,0,1
2018,environmental/other,7,4,USA,chicken,2,0.8870967741935484,1,0,0,0,0,0,0,1
2019,environmental/other,0,2,USA,chicken,2,0.8870967741935484,0.7558139534883721,0,0,0,0,0,0,1
2018,clinical,15,12,Australia,stool,1,1,1,1,0,0,0,0,0,1
2018,clinical,2,6,Australia,stool,2,1,1,1,0,0,0,0,0,1
2018,clinical,2,3,Australia,stool,2,1,0.9447933970099668,1,0,0,0,0,0,1
2018,clinical,25,17,Australia,stool,0,1,1,1,0,0,0,0,0,1
2018,clinical,2,24,Australia,stool,1,1,0.8925925925925926,1,0,0,0,0,0,1
2018,clinical,19,25,Australia,stool,0,1,1,1,0,0,0,0,0,1
2019,environmental/other,3,1,USA,chicken,2,0.9397849462365592,0.9319004723160088,0,1,1,0,1,0,1
2016,environmental/other,3,11,USA,chicken,1,0.9772727272727272,1,0,0,0,0,0,0,1
2019,environmental/other,2,7,USA,chicken,2,1,1,0,0,1,0,0,0,1
2016,environmental/other,1,2,USA,chicken,2,0.9032258064516128,0.8970099667774086,1,0,0,0,0,0,1
2016,environmental/other,3,3,USA,chicken,2,0.967741935483871,1,1,0,0,0,1,1,1
2016,environmental/other,2,2,USA,chicken,2,0.967741935483871,1,1,0,0,0,1,1,1
2016,environmental/other,3,3,USA,chicken,2,0.967741935483871,1,1,0,0,0,1,1,1
2016,environmental/other,1,2,USA,chicken,2,0.9032258064516128,0.8970099667774086,1,0,0,0,0,0,1
2016,environmental/other,7,8,USA,turkey,1,0.967741935483871,1,1,0,0,0,1,1,1
2017,environmental/other,0,1,USA,chicken,2,0.967741935483871,1,1,0,0,0,1,1,1
2018,environmental/other,9,19,USA,chicken,0,1,1,0,1,0,0,0,0,1
2016,environmental/other,9,13,USA,beef,0,0.8870967741935484,0.825,1,0,0,0,1,0,1
2016,environmental/other,15,20,USA,beef,0,0.9435483870967742,0.9255813953488372,1,0,0,0,0,0,1
2016,environmental/other,12,17,USA,beef,0,0.9435483870967742,1,1,0,0,0,0,0,1
2016,environmental/other,21,23,USA,beef,0,0.967741935483871,0.6431924882629108,0,0,0,1,1,1,1
2019,environmental/other,38,9,USA,chicken,0,1,1,0,0,0,1,0,0,1
2019,environmental/other,38,2,USA,chicken,1,1,1,1,0,0,0,0,0,1
2018,clinical,2,7,Australia,stool,1,0.9787234042553192,1,0,0,0,0,0,0,1
2018,clinical,4,21,Australia,stool,1,0.8829787234042553,1,0,0,0,0,0,0,1
2018,clinical,1,11,Australia,stool,1,0.9787234042553192,1,0,0,0,0,0,0,1
2018,clinical,4,15,Australia,stool,1,0.8829787234042553,1,0,0,0,0,0,0,1
2019,clinical,3,11,Australia,stool,1,0.9787234042553192,1,0,0,0,0,0,0,1
2018,clinical,6,8,Australia,stool,2,0.9787234042553192,1,0,0,0,0,0,0,1
2018,clinical,3,7,Australia,stool,2,0.9787234042553192,1,0,0,0,0,0,0,1
2018,clinical,3,14,Australia,stool,0,0.9787234042553192,1,0,0,0,0,0,0,1
2018,clinical,4,7,Australia,stool,1,0.9787234042553192,1,0,0,0,0,0,0,1
2018,clinical,1,18,Australia,stool,0,0.9787234042553192,1,0,0,0,0,0,0,1
2019,clinical,2,11,Australia,stool,1,0.9787234042553192,1,0,0,0,0,0,0,1
2019,clinical,3,6,Australia,stool,2,0.9787234042553192,1,0,0,0,0,0,0,1
2016,environmental/other,17,27,USA,beef,0,0.75,0.17910447761194026,1,0,1,0,0,0,1
2016,environmental/other,8,11,USA,beef,0,0.75,0.4260924631814768,1,0,0,0,0,0,1
2019,environmental/other,1,3,USA,chicken,2,0.9199542595769012,1,0,0,0,0,1,1,1
2019,environmental/other,1,3,USA,chicken,2,0.9199542595769012,1,0,0,0,0,1,1,1
2020,environmental/other,3,3,USA,chicken,2,0.8580903373356203,1,0,0,0,0,1,1,1
2018,environmental/other,9,20,USA,other/unspecified,0,1,1,0,1,0,0,0,1,1
2019,environmental/other,1,7,USA,chicken,2,1,0.9186046511627908,0,1,0,0,0,1,1
2019,environmental/other,7,18,USA,chicken,1,1,1,0,1,0,0,0,1,1
2018,environmental/other,1,1,USA,chicken,2,0.9279572834617584,1,0,1,1,0,1,0,1
2016,environmental/other,2,4,USA,chicken,2,1,1,0,0,0,0,1,0,1
2018,environmental/other,0,7,USA,chicken,2,1,1,0,0,0,0,1,0,1
2018,environmental/other,3,5,USA,chicken,2,1,1,0,0,0,0,1,0,1
2019,environmental/other,2,2,USA,chicken,2,1,1,0,0,0,0,1,0,1
2017,environmental/other,10,13,USA,chicken,0,0.9133064516129032,1,0,0,0,0,0,1,1
2018,environmental/other,5,0,USA,chicken,1,0.9133064516129032,1,0,0,0,0,0,1,1
2019,environmental/other,1,7,USA,chicken,2,0.8812316715542522,0.9544718694811202,0,0,0,0,1,1,1
2016,environmental/other,8,11,USA,chicken,0,1,1,0,1,1,0,0,0,1
2017,environmental/other,2,13,USA,chicken,1,1,1,0,1,1,0,0,0,1
2017,environmental/other,2,13,USA,chicken,1,1,1,0,1,1,0,0,0,1
2017,environmental/other,2,13,USA,chicken,1,1,1,0,1,1,0,0,0,1
2018,environmental/other,3,7,USA,chicken,1,0.9435483870967742,0.93446088794926,1,0,0,0,0,0,1
2018,environmental/other,2,3,USA,chicken,2,0.8870967741935484,1,0,0,0,1,1,0,1
2019,environmental/other,10,27,USA,chicken,0,0.9435483870967742,0.908331049347626,1,0,0,1,0,0,1
2017,environmental/other,1,2,USA,chicken,2,1,1,1,0,1,0,0,0,1
2017,environmental/other,1,20,USA,chicken,1,1,1,0,1,1,1,1,1,1
2017,environmental/other,1,19,USA,chicken,1,1,1,0,1,1,0,1,1,1
2019,environmental/other,1,19,USA,chicken,1,0.9629015244317408,0.9848275862068966,1,0,1,0,1,1,1
2016,environmental/other,1,10,USA,beef,1,0.9811827956989247,0.9377593360995852,1,0,0,0,0,0,1
2016,environmental/other,8,16,USA,beef,0,0.8983653370200146,0.8389562701680204,0,0,0,0,1,0,1
2016,environmental/other,1,6,USA,chicken,2,1,1,0,1,0,0,1,0,1
2019,environmental/other,13,10,USA,chicken,0,1,1,0,0,0,1,0,0,1
2018,environmental/other,22,22,USA,chicken,0,1,1,0,0,0,0,0,0,1
2016,environmental/other,18,8,USA,chicken,0,1,1,1,0,0,0,0,0,1
2016,environmental/other,4,0,USA,chicken,2,1,1,1,0,0,0,0,0,1
2018,environmental/other,3,6,USA,chicken,2,1,0.9848275862068966,1,0,0,0,0,0,1
2018,environmental/other,7,9,USA,chicken,1,1,1,1,0,0,0,0,0,1
2019,environmental/other,3,3,USA,chicken,2,1,1,1,0,0,0,0,0,1
2016,environmental/other,12,6,USA,beef,1,1,1,1,0,0,0,0,0,1
2017,environmental/other,7,4,USA,chicken,2,0.9899193548387096,1,0,0,0,0,0,0,1
2019,environmental/other,5,18,USA,chicken,1,1,1,1,0,1,0,0,0,1
2019,environmental/other,4,4,USA,chicken,1,1,1,1,0,1,0,0,0,1
2019,environmental/other,16,13,USA,chicken,0,0.8636363636363636,1,0,1,0,0,0,0,1
2016,environmental/other,4,15,USA,pork,1,1,1,1,0,0,0,1,0,1
2019,environmental/other,22,29,USA,chicken,0,0.9369369369369368,0.923529411764706,0,0,0,0,1,0,1
2017,environmental/other,25,11,USA,chicken,0,1,1,0,0,0,0,1,0,1
2017,environmental/other,25,39,USA,chicken,0,1,1,0,0,0,0,1,0,1
2019,environmental/other,1,5,USA,chicken,2,0.931818181818182,1,0,1,0,0,1,0,1
2019,environmental/other,12,9,USA,chicken,0,0.931818181818182,1,0,1,0,0,1,0,1
2019,environmental/other,10,19,USA,chicken,0,1,1,0,0,0,0,0,0,1
2018,environmental/other,2,4,USA,chicken,2,1,1,0,1,1,0,0,0,1
2016,environmental/other,3,3,USA,beef,2,0.7181818181818183,0.2790697674418605,1,0,1,0,1,0,1
2016,environmental/other,13,14,USA,beef,0,0.7181818181818183,0.2790697674418605,1,0,0,0,1,0,1
2016,environmental/other,15,16,USA,chicken,0,0.8790322580645161,0.8389562701680204,1,0,0,0,0,0,1
2019,environmental/other,17,12,USA,chicken,0,0.8790322580645161,0.4444444444444444,1,0,0,0,0,0,1
2018,environmental/other,5,10,USA,chicken,1,1,1,0,0,0,0,1,0,1
2018,environmental/other,17,28,USA,chicken,0,0.75,0.6395348837209303,0,1,0,0,1,1,1
2019,environmental/other,0,19,USA,other/unspecified,1,0.7801084236864053,0.4137931034482759,0,1,0,0,0,0,1
2016,environmental/other,11,8,USA,chicken,0,1,1,1,0,0,0,0,0,1
2016,environmental/other,1,2,USA,chicken,2,1,1,1,0,0,0,0,0,1
2017,environmental/other,2,2,USA,chicken,2,1,1,1,0,0,1,0,0,1
2018,environmental/other,2,2,USA,chicken,2,1,1,1,0,0,0,0,0,1
2019,environmental/other,0,3,USA,chicken,2,1,1,1,0,0,0,0,0,1
2016,environmental/other,1,5,USA,chicken,2,1,1,0,1,0,0,1,0,1
2017,environmental/other,9,12,USA,chicken,0,1,1,0,1,0,0,1,0,1
2017,environmental/other,1,18,USA,chicken,1,1,1,0,0,1,0,1,0,1
2017,environmental/other,1,10,USA,chicken,1,0.9881422924901184,1,0,1,0,0,1,0,1
2018,environmental/other,2,33,USA,chicken,1,1,1,0,0,0,0,0,0,1
2018,environmental/other,5,37,USA,chicken,1,1,0.9319004723160088,0,0,0,0,0,0,1
2017,environmental/other,10,16,USA,chicken,1,0.9247311827956988,1,0,0,0,0,0,0,1
2019,environmental/other,5,3,USA,chicken,2,0.9247311827956988,1,0,0,0,0,0,0,1
2018,environmental/other,3,5,USA,chicken,2,1,1,0,0,0,1,0,0,1
2016,environmental/other,4,4,USA,beef,2,1,0.9271753146637512,1,0,0,0,0,0,1
2016,environmental/other,12,12,USA,beef,0,1,1,1,0,0,0,0,0,1
2017,environmental/other,8,20,USA,chicken,0,0.9881422924901184,1,0,0,0,0,0,0,1
2018,environmental/other,1,1,USA,chicken,2,0.939516129032258,1,0,0,0,0,0,0,1
2018,environmental/other,1,0,USA,other/unspecified,2,0.939516129032258,1,0,0,0,0,0,0,1
2019,environmental/other,2,2,USA,chicken,2,0.8790322580645161,1,0,0,0,0,0,0,1
2016,environmental/other,11,14,USA,beef,0,1,0.7395348837209302,0,0,0,1,0,0,1
2019,environmental/other,13,12,USA,chicken,0,0.7885055005563376,0.8389562701680204,0,1,0,0,1,0,1
2017,environmental/other,6,1,USA,chicken,2,1,1,0,1,0,0,0,0,1
2017,environmental/other,22,26,USA,chicken,0,1,0.8166666666666667,0,1,0,0,0,0,1
2017,environmental/other,12,7,USA,chicken,1,0.939516129032258,1,0,0,0,1,0,0,1
2017,environmental/other,1,2,USA,chicken,2,0.939516129032258,1,1,0,0,0,0,0,1
2019,environmental/other,1,2,USA,chicken,2,0.8790322580645161,1,1,0,0,0,0,0,1
2016,environmental/other,2,2,USA,chicken,2,1,1,0,1,0,0,1,1,1
2016,environmental/other,2,9,USA,chicken,2,1,1,0,1,0,0,1,1,1
2017,environmental/other,8,17,USA,chicken,0,1,1,0,1,0,0,1,1,1
2018,environmental/other,8,12,USA,chicken,1,1,1,0,1,0,0,1,1,1
2017,environmental/other,12,23,USA,chicken,0,1,1,0,0,0,0,1,0,1
2019,environmental/other,1,10,USA,chicken,1,0.8636363636363636,1,0,0,0,0,1,1,1
2019,environmental/other,1,3,USA,chicken,2,1,1,0,1,0,0,0,0,1
2016,environmental/other,1,8,USA,chicken,1,1,1,1,0,0,0,1,0,1
2017,environmental/other,1,7,USA,chicken,2,1,1,1,0,0,0,1,0,1
2017,environmental/other,3,10,USA,chicken,1,1,1,1,0,0,1,1,0,1
2018,environmental/other,8,5,USA,chicken,2,1,1,0,1,0,0,1,0,1
2016,environmental/other,5,4,USA,chicken,1,1,1,0,1,0,0,0,0,1
2016,environmental/other,5,18,USA,chicken,1,1,1,0,1,0,0,0,0,1
2018,environmental/other,5,8,USA,chicken,2,1,1,0,1,0,0,0,0,1
2016,environmental/other,22,32,USA,chicken,0,1,1,0,1,0,0,1,1,1
2018,environmental/other,17,24,USA,chicken,0,1,1,0,1,0,0,1,0,1
2018,clinical,23,7,Australia,stool,0,0.9898316970546984,1,0,0,1,0,0,0,1
2016,environmental/other,13,11,USA,chicken,0,1,1,0,0,1,0,0,0,1
2017,environmental/other,2,8,USA,other/unspecified,2,1,1,0,0,1,0,0,0,1
2019,environmental/other,14,16,USA,chicken,1,0.8790322580645161,0.9033183196985016,1,1,0,0,0,0,1
2017,environmental/other,11,11,USA,chicken,0,0.8790322580645161,0.7738095238095238,1,1,0,0,0,0,1
2019,environmental/other,0,10,USA,other/unspecified,1,0.939516129032258,1,1,0,0,0,0,0,1
2019,environmental/other,0,10,USA,other/unspecified,1,0.939516129032258,1,1,0,0,0,0,0,1
2017,environmental/other,1,1,USA,chicken,2,0.9827188940092166,1,0,0,0,1,0,0,1
2017,environmental/other,16,33,USA,chicken,1,1,1,1,1,1,0,0,1,1
2017,environmental/other,5,6,USA,chicken,2,0.9659090909090908,1,1,0,0,0,1,0,1
2017,environmental/other,6,3,USA,chicken,1,0.9659090909090908,1,1,0,0,0,1,0,1
2019,environmental/other,4,6,USA,chicken,2,0.9659090909090908,1,1,0,0,0,1,0,1
2019,environmental/other,4,0,USA,chicken,2,0.8636363636363636,1,1,0,0,0,1,0,1
2019,environmental/other,1,5,USA,chicken,2,0.9659090909090908,1,1,0,0,0,1,0,1
2017,environmental/other,2,6,USA,chicken,2,0.9397849462365592,0.8697674418604651,0,0,1,0,0,0,1
2017,environmental/other,2,7,USA,chicken,2,0.9397849462365592,0.8697674418604651,0,0,1,0,0,0,1
2017,environmental/other,2,11,USA,chicken,1,0.9397849462365592,0.8697674418604651,0,0,1,0,0,0,1
