"collection_date","location","isolation_type","snp_cluster","min_same","min_diff","serotype","serovar_new","country","isolation_source_new","num_close","antigen_formula_new","suscept_sim","mdsA.COMPLETE","mdsB.COMPLETE","sul2.COMPLETE","sul1.COMPLETE","blaTEM.1.COMPLETE","aadA1.COMPLETE","fosA7.COMPLETE","blaCMY.2.COMPLETE","tet..A...COMPLETE","aph..3.....Ib.COMPLETE","aph..6...Id.COMPLETE","tet..B...COMPLETE","tetracycline","streptomycin","sulfisoxazole","ampicillin"
2013,"USA: MN","environmental/other","PDS000026717.1",20,NA,"Typhimurium","Typhimurium var. 5-","USA","chicken",NA,"4:i:1,2",1,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
2013,"USA: CT","environmental/other","PDS000026717.1",11,NA,"Typhimurium","Typhimurium var. 5-","USA","chicken",NA,"4:i:1,2",1,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
2013,"USA: CT","environmental/other","PDS000026717.1",11,NA,"Typhimurium","Typhimurium var. 5-","USA","chicken",NA,"4:i:1,2",1,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
2009,"USA:NM","environmental/other","PDS000027273.3",24,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",1,"1","1","0","0","0","0","0","1","0","1","1","1","0","0","1","0"
2009,"USA:NM","environmental/other","PDS000027273.3",0,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",1,"1","1","0","0","0","0","0","1","0","1","1","1","0","0","1","0"
2009,"USA:NM","environmental/other","PDS000027272.2",1,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2011,"USA:CA","environmental/other","PDS000027286.1",2,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",NA,"1","1","0","0","0","0","0","1","0","1","1","0","0","0","1","0"
2009,"USA:NY","environmental/other","PDS000027365.1",0,NA,"Typhimurium","Typhimurium var. 5-","USA","chicken",NA,"4:i:1,2",1,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
2010,"USA:MD","environmental/other","PDS000027365.1",30,NA,"Typhimurium","Typhimurium var. 5-","USA","chicken",NA,"4:i:1,2",1,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
2016,"USA:NY","environmental/other","PDS000028161.1",1,NA,"Typhimurium","Typhimurium var. 5-","USA","chicken",NA,"4:i:1,2",1,"1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1"
2016,"USA:NY","environmental/other","PDS000028161.1",1,NA,"Typhimurium","Typhimurium var. 5-","USA","chicken",NA,"4:i:1,2",1,"1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1"
2016,"USA:NY","environmental/other","PDS000028240.1",17,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",NA,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
2016,"USA:CA","environmental/other","PDS000028777.1",12,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1"
2007,"USA:GA","environmental/other","PDS000029086.3",NA,17,"Agona","Other","USA","chicken",NA,"Other",NA,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
2002,"USA:MD","environmental/other","PDS000029247.5",0,34,"Enteritidis","Enteritidis","USA","beef",1,"9:g,m:-",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1"
