"collection_date","location","isolation_type","snp_cluster","min_same","min_diff","serotype","serovar_new","country","isolation_source_new","num_close","antigen_formula_new","suscept_sim","mdsA.COMPLETE","mdsB.COMPLETE","sul2.COMPLETE","sul1.COMPLETE","blaTEM.1.COMPLETE","aadA1.COMPLETE","fosA7.COMPLETE","blaCMY.2.COMPLETE","tet..A...COMPLETE","aph..3.....Ib.COMPLETE","aph..6...Id.COMPLETE","tet..B...COMPLETE","tetracycline","streptomycin","sulfisoxazole","ampicillin"
2016,"USA:PA","environmental/other","PDS000001887.670",4,9,"Reading","Reading","USA","turkey",1,"4:e,h:1,5",0.6880188,"1","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0"
2016,"USA:PA","environmental/other","PDS000001887.670",2,1,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:PA","environmental/other","PDS000001887.670",5,10,"Reading","Reading","USA","turkey",1,"4:e,h:1,5",0.7985247,"1","1","0","0","0","0","0","0","0","1","1","0","1","0","1","1"
2016,"USA:MD","environmental/other","PDS000001887.670",1,5,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:MN","environmental/other","PDS000001887.670",3,7,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:MD","environmental/other","PDS000001887.670",11,11,"Reading","Reading","USA","turkey",0,"4:e,h:1,5",0.6961104,"1","1","0","1","0","1","0","0","0","1","1","0","1","0","0","1"
2016,"USA:MD","environmental/other","PDS000001887.670",3,4,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.6945292,"1","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0"
2016,"USA:MN","environmental/other","PDS000001887.670",3,4,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:MN","environmental/other","PDS000001887.670",1,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7985247,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1"
2016,"USA:MD","environmental/other","PDS000001887.670",9,18,"Reading","Reading","USA","turkey",0,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:CO","environmental/other","PDS000001887.670",0,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2016,"USA:PA","environmental/other","PDS000001887.670",0,2,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:PA","environmental/other","PDS000001887.670",2,5,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.6880188,"1","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0"
2016,"USA:TN","environmental/other","PDS000001887.670",4,9,"Reading","Reading","USA","turkey",1,"4:e,h:1,5",0.6880188,"1","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0"
2016,"USA:CT","environmental/other","PDS000001887.670",6,7,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:CT","environmental/other","PDS000001887.670",2,3,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:CT","environmental/other","PDS000001887.670",2,1,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:MN","environmental/other","PDS000001887.670",0,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2016,"USA:MD","environmental/other","PDS000001887.670",15,22,"Reading","Reading","USA","turkey",0,"4:e,h:1,5",0.6880188,"0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0"
2016,"USA:LA","environmental/other","PDS000001887.670",2,2,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:CA","environmental/other","PDS000001887.670",3,2,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7105067,"1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","1"
2016,"USA:GA","environmental/other","PDS000001887.670",7,14,"Reading","Reading","USA","turkey",1,"4:e,h:1,5",0.6642464,"1","1","1","0","0","0","0","0","0","0","1","0","1","1","0","1"
2016,"USA:NY","environmental/other","PDS000001887.670",0,2,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:NY","environmental/other","PDS000001887.670",3,5,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:NY","environmental/other","PDS000001887.670",16,14,"Reading","Reading","USA","turkey",0,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2016,"USA:NM","environmental/other","PDS000001887.670",4,4,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:NM","environmental/other","PDS000001887.670",10,10,"Reading","Reading","USA","turkey",0,"4:e,h:1,5",0.7330978,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2016,"USA:MD","environmental/other","PDS000001887.670",8,8,"Reading","Reading","USA","turkey",0,"4:e,h:1,5",0.6880188,"1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
2017,"USA:MN","environmental/other","PDS000001887.670",0,3,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:MN","environmental/other","PDS000001887.670",0,3,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:MN","environmental/other","PDS000001887.670",0,3,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:MN","environmental/other","PDS000001887.670",0,3,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:WA","environmental/other","PDS000001887.670",4,4,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2017,"USA:MN","environmental/other","PDS000001887.670",3,3,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2017,"USA:TN","environmental/other","PDS000001887.670",1,1,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:CA","environmental/other","PDS000001887.670",0,2,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:SC","environmental/other","PDS000001887.670",0,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2017,"USA:PA","environmental/other","PDS000001887.670",2,1,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2017,"USA:PA","environmental/other","PDS000001887.670",0,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7105067,"1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","1"
2017,"USA:PA","environmental/other","PDS000001887.670",1,1,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:PA","environmental/other","PDS000001887.670",7,7,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:NY","environmental/other","PDS000001887.670",14,15,"Reading","Reading","USA","turkey",0,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2017,"USA:SC","environmental/other","PDS000001887.670",1,1,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:NY","environmental/other","PDS000001887.670",0,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2017,"USA:NY","environmental/other","PDS000001887.670",0,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2017,"USA:NY","environmental/other","PDS000001887.670",4,6,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:SC","environmental/other","PDS000001887.670",1,3,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:IA","environmental/other","PDS000001887.670",1,1,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2017,"USA:IA","environmental/other","PDS000001887.670",1,9,"Reading","Reading","USA","turkey",1,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:IA","environmental/other","PDS000001887.670",1,1,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:MN","environmental/other","PDS000001887.670",5,6,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2017,"USA:MD","environmental/other","PDS000001887.670",5,4,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:CA","environmental/other","PDS000001887.670",2,3,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:MN","environmental/other","PDS000001887.670",0,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:NY","environmental/other","PDS000001887.670",3,5,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:MD","environmental/other","PDS000001887.670",2,2,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2017,"USA:IA","environmental/other","PDS000001887.670",4,7,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7105067,"1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","1"
2017,"USA:IA","environmental/other","PDS000001887.670",7,6,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2017,"USA:MO","environmental/other","PDS000001887.670",7,9,"Reading","Reading","USA","turkey",1,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:MO","environmental/other","PDS000001887.670",1,8,"Reading","Reading","USA","turkey",1,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:IA","environmental/other","PDS000001887.670",15,14,"Reading","Reading","USA","turkey",0,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2017,"USA:IA","environmental/other","PDS000001887.670",4,3,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2017,"USA:IA","environmental/other","PDS000001887.670",3,2,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2017,"USA:IA","environmental/other","PDS000001887.670",4,11,"Reading","Reading","USA","turkey",1,"4:e,h:1,5",0.7105067,"1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","1"
2017,"USA:SC","environmental/other","PDS000001887.670",0,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:IA","environmental/other","PDS000001887.670",8,1,"Reading","Reading","USA","turkey",1,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2017,"USA:MD","environmental/other","PDS000001887.670",9,10,"Reading","Reading","USA","turkey",0,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:MD","environmental/other","PDS000001887.670",11,17,"Reading","Reading","USA","turkey",0,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:TN","environmental/other","PDS000001887.670",1,9,"Reading","Reading","USA","turkey",1,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2017,"USA:TX","environmental/other","PDS000001887.670",2,6,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:MO","environmental/other","PDS000001887.670",0,8,"Reading","Reading","USA","turkey",1,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2017,"USA:MO","environmental/other","PDS000001887.670",0,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:MO","environmental/other","PDS000001887.670",0,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2017,"USA:PA","environmental/other","PDS000001887.670",0,2,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:IA","environmental/other","PDS000001887.670",0,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2017,"USA:NM","environmental/other","PDS000001887.670",2,4,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:OR","environmental/other","PDS000001887.670",5,5,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7105067,"1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","1"
2017,"USA:NM","environmental/other","PDS000001887.670",0,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:LA","environmental/other","PDS000001887.670",3,4,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:TX","environmental/other","PDS000001887.670",4,5,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2017,"USA:MD","environmental/other","PDS000001887.670",0,8,"Reading","Reading","USA","turkey",1,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2017,"USA:TX","environmental/other","PDS000001887.670",0,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7484279,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2017,"USA:PA","environmental/other","PDS000001887.670",2,2,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2019,"USA:WA","environmental/other","PDS000001887.670",0,1,"Reading","Reading","USA","chicken",2,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2019,"USA:WA","environmental/other","PDS000001887.670",4,4,"Reading",NA,"USA","turkey",2,"4:e,h:1,5",0.7105067,"1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","1"
2019,"USA:WA","environmental/other","PDS000001887.670",1,1,"Reading",NA,"USA","chicken",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2019,"USA:MO","environmental/other","PDS000001887.670",5,3,"I -:e,h:1,5",NA,"USA","turkey",2,"Other",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2019,"USA:MO","environmental/other","PDS000001887.670",5,3,"Reading",NA,"USA","turkey",2,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2018,"USA:MD","environmental/other","PDS000001887.670",8,8,"Reading","Reading","USA","turkey",0,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:GA","environmental/other","PDS000001887.670",7,13,"Reading","Reading","USA","turkey",1,"4:e,h:1,5",0.7732859,"1","1","0","0","0","0","0","0","0","1","1","0","1","0","1","0"
2018,"USA:GA","environmental/other","PDS000001887.670",2,3,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:TN","environmental/other","PDS000001887.670",1,1,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7105067,"1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","1"
2018,"USA:OR","environmental/other","PDS000001887.670",1,3,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2018,"USA:NY","environmental/other","PDS000001887.670",2,3,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:SC","environmental/other","PDS000001887.670",2,2,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2018,"USA:MN","environmental/other","PDS000001887.670",0,1,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2018,"USA:MN","environmental/other","PDS000001887.670",0,1,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2018,"USA:MD","environmental/other","PDS000001887.670",0,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.738839,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2018,"USA:MD","environmental/other","PDS000001887.670",1,2,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:NY","environmental/other","PDS000001887.670",2,4,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:TX","environmental/other","PDS000001887.670",1,6,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2018,"USA:IA","environmental/other","PDS000001887.670",3,3,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2018,"USA:SD","environmental/other","PDS000001887.670",0,1,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2018,"USA:TX","environmental/other","PDS000001887.670",1,2,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:SD","environmental/other","PDS000001887.670",3,4,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2018,"USA:SD","environmental/other","PDS000001887.670",0,1,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2018,"USA:TX","environmental/other","PDS000001887.670",4,6,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:SD","environmental/other","PDS000001887.670",1,2,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2018,"USA:PA","environmental/other","PDS000001887.670",1,1,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:TX","environmental/other","PDS000001887.670",2,3,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2018,"USA:TX","environmental/other","PDS000001887.670",0,2,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2018,"USA:CO","environmental/other","PDS000001887.670",1,1,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2018,"USA:CO","environmental/other","PDS000001887.670",13,13,"Reading","Reading","USA","turkey",0,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:TX","environmental/other","PDS000001887.670",1,4,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2018,"USA:PA","environmental/other","PDS000001887.670",3,2,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:GA","environmental/other","PDS000001887.670",1,1,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2018,"USA:GA","environmental/other","PDS000001887.670",0,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.738839,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2018,"USA:GA","environmental/other","PDS000001887.670",2,3,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:CO","environmental/other","PDS000001887.670",0,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2018,"USA:NY","environmental/other","PDS000001887.670",0,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2019,"USA:OR","environmental/other","PDS000001887.670",0,0,"Reading",NA,"USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2019,"USA:WA","environmental/other","PDS000001887.670",1,1,"Reading",NA,"USA","turkey",2,"4:e,h:1,5",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2019,"USA:MN","environmental/other","PDS000001887.670",3,3,"Reading",NA,"USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:MN","environmental/other","PDS000001887.670",0,1,"Reading",NA,"USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:MN","environmental/other","PDS000001887.670",0,0,"Reading",NA,"USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:MN","environmental/other","PDS000001887.670",0,0,"Reading",NA,"USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2019,"USA:MN","environmental/other","PDS000001887.670",4,4,"Reading",NA,"USA","turkey",2,"4:e,h:1,5",0.558194,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2019,"USA:MN","environmental/other","PDS000001887.670",0,0,"Reading",NA,"USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2019,"USA:TN","environmental/other","PDS000001887.670",1,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2018,"USA:SC","environmental/other","PDS000001887.670",5,6,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2018,"USA:KS","environmental/other","PDS000001887.670",0,0,"I -:-:-","Reading","USA","turkey",2,"Other",0.7080468,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2018,"USA:NY","environmental/other","PDS000001887.670",3,4,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2018,"USA:NY","environmental/other","PDS000001887.670",3,3,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2018,"USA:NY","environmental/other","PDS000001887.670",3,4,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2018,"USA:MO","environmental/other","PDS000001887.670",0,0,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2018,"USA:IA","environmental/other","PDS000001887.670",4,4,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.6236285,"1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0"
2018,"USA:WA","environmental/other","PDS000001887.670",0,1,"Reading","Reading","USA","turkey",2,"4:e,h:1,5",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:WA","environmental/other","PDS000001887.670",0,1,"I -:-:-","Reading","USA","turkey",2,"Other",0.6953864,"1","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0"
2018,"USA:IA","environmental/other","PDS000001887.670",1,1,"I -:-:-","Reading","USA","turkey",2,"Other",0.8361937,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:TX","environmental/other","PDS000001887.670",6,6,"I -:-:-","Reading","USA","turkey",2,"Other",0.8049348,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
